codigo_filme;titulo;diretor;ano;genero;duracao;orcamento;faturamento;nota;elenco_principal
1997;Close Encounters of the Third Kind ;Steven Spielberg;1977;Ação;123;19400870;128300000;7,7;Denzel Washington
1998;Pulse ;Jim Sonzero;2006;Crime;120;20000000;20259297;4,7;Meryl Streep
1999;Beverly Hills Cop II ;Tony Scott;1987;Comédia;112;28000000;153665036;6,4;Viola Davis
2000;Bringing Down the House ;Adam Shankman;2003;Comédia;113;33000000;132541238;5,5;Tom Hanks
2001;The Silence of the Lambs ;Jonathan Demme;1991;Drama;94;19000000;130727000;8,6;Natalie Portman
2002;Wayne's World ;Penelope Spheeris;1992;Drama;86;20000000;121697350;7,0;Tom Hanks
2003;Jackass 3D ;Jeff Tremaine;2010;Drama;97;20000000;117224271;7,1;Viola Davis
2004;Jaws 2 ;Jeannot Szwarc;1978;Terror;163;20000000;102922376;5,7;Leonardo DiCaprio
2005;Beverly Hills Chihuahua ;Raja Gosnell;2008;Terror;112;20000000;94497271;3,7;Natalie Portman
2006;The Conjuring ;James Wan;2013;Romance;97;20000000;137387272;7,5;Viola Davis
2007;Are We There Yet? ;Brian Levant;2005;Comédia;113;32000000;82301521;4,6;Meryl Streep
2008;Tammy ;Ben Falcone;2014;Drama;94;20000000;84518155;4,9;Leonardo DiCaprio
2009;Disturbia ;D.J. Caruso;2007;Drama;137;20000000;80050171;6,9;Robert De Niro
2010;School of Rock ;Richard Linklater;2003;Ação;126;35000000;81257845;7,1;Tom Hanks
2011;Mortal Kombat ;Paul W.S. Anderson;1995;Biografia;56;18000000;70360285;5,8;Leonardo DiCaprio
2012;Wicker Park ;Paul McGuigan;2004;Ação;90;30000000;12831121;7,0;Natalie Portman
2013;White Chicks ;Keenen Ivory Wayans;2004;Ficção científica;69;37000000;69148997;5,4;Meryl Streep
2014;The Descendants ;Alexander Payne;2011;Ficção científica;105;20000000;82624961;7,3;Denzel Washington
2015;Holes ;Andrew Davis;2003;Família;105;20000000;67325559;7,1;Denzel Washington
2016;The Last Song ;Julie Anne Robinson;2010;Ação;125;20000000;62933793;5,8;Denzel Washington
2017;12 Years a Slave ;Steve McQueen;2013;Crime;76;20000000;56667870;8,1;Tom Hanks
2018;Drumline ;Charles Stone III;2002;Ação;73;20000000;56398162;5,7;Robert De Niro
2019;Why Did I Get Married Too? ;Tyler Perry;2010;Ação;98;20000000;60072596;4,4;Robert De Niro
2020;Edward Scissorhands ;Tim Burton;1990;Drama;65;20000000;56362352;7,9;Viola Davis
2021;Me Before You ;Thea Sharrock;2016;Esporte;126;20000000;56154094;7,6;Leonardo DiCaprio
2022;Madea's Witness Protection ;Tyler Perry;2012;Comédia;94;20000000;65623128;4,8;Denzel Washington
2023;Bad Moms ;Jon Lucas;2016;Esporte;71;20000000;55461307;6,7;Meryl Streep
2024;Date Movie ;Aaron Seltzer;2006;Ação;96;20000000;48546578;2,7;Meryl Streep
2025;Return to Never Land ;Robin Budd;2002;Drama;122;20000000;48423368;5,8;Meryl Streep
2026;Selma ;Ava DuVernay;2014;Ação;136;20000000;52066000;7,5;Natalie Portman
2027;The Jungle Book 2 ;Steve Trenbirth;2003;Thriller;139;20000000;47887943;5,4;Leonardo DiCaprio
2028;Boogeyman ;Stephen Kay;2005;Ficção científica;115;20000000;46363118;4,1;Leonardo DiCaprio
2029;Premonition ;Mennan Yapo;2007;Comédia;115;20000000;47852604;5,9;Leonardo DiCaprio
2030;The Tigger Movie ;Jun Falkenstein;2000;Crime;120;30000000;45542421;6,3;Cate Blanchett
2031;Max ;Boaz Yakin;2015;Ficção científica;156;20000000;42652003;6,8;Natalie Portman
2032;Epic Movie ;Jason Friedberg;2007;Ficção científica;78;20000000;39737645;2,3;Natalie Portman
2033;Conan the Barbarian ;John Milius;1982;Ficção científica;117;20000000;37567440;6,9;Denzel Washington
2034;Spotlight ;Tom McCarthy;2015;Ação;96;20000000;44988180;8,1;Viola Davis
2035;Lakeview Terrace ;Neil LaBute;2008;Drama;136;22000000;39263506;6,1;Leonardo DiCaprio
2036;The Grudge 2 ;Takashi Shimizu;2006;Crime;149;20000000;39143839;5,0;Leonardo DiCaprio
2037;How Stella Got Her Groove Back ;Kevin Rodney Sullivan;1998;Romance;60;20000000;37672350;5,5;Denzel Washington
2038;Bill & Ted's Bogus Journey ;Peter Hewitt;1991;Fantasia;64;20000000;38037513;6,2;Tom Hanks
2039;Man of the Year ;Barry Levinson;2006;Fantasia;91;20000000;37442180;6,2;Meryl Streep
2040;The American ;Anton Corbijn;2010;Crime;104;20000000;35596227;6,3;Denzel Washington
2041;Selena ;Gregory Nava;1997;Comédia;86;20000000;35422828;6,7;Cate Blanchett
2042;Vampires Suck ;Jason Friedberg;2010;Drama;96;20000000;36658108;3,5;Denzel Washington
2043;Babel ;Alejandro G. Iñárritu;2006;Comédia;87;25000000;34300771;7,5;Denzel Washington
2044;This Is Where I Leave You ;Shawn Levy;2014;Crime;157;19800000;34290142;6,6;Robert De Niro
2045;Doubt ;John Patrick Shanley;2008;Animação;84;20000000;33422556;7,5;Denzel Washington
2046;Team America: World Police ;Trey Parker;2004;Mistério;99;30000000;32774834;7,2;Cate Blanchett
2047;Texas Chainsaw 3D ;John Luessenhop;2013;Aventura;100;11000000;34334256;4,8;Robert De Niro
2048;Copycat ;Jon Amiel;1995;Ação;136;20000000;32051917;6,6;Cate Blanchett
2049;Scary Movie 5 ;Malcolm D. Lee;2013;Drama;92;20000000;32014289;3,5;Natalie Portman
2050;Milk ;Gus Van Sant;2008;Terror;73;20000000;31838002;7,6;Natalie Portman
2051;Risen ;Kevin Reynolds;2016;Ficção científica;133;20000000;36874745;6,3;Natalie Portman
2052;Ghost Ship ;Steve Beck;2002;Drama;139;35000000;30079316;5,5;Cate Blanchett
2053;A Very Harold & Kumar 3D Christmas ;Todd Strauss-Schulson;2011;Fantasia;61;19000000;35033759;6,3;Tom Hanks
2054;Wild Things ;John McNaughton;1998;Drama;98;20000000;29753944;6,5;Cate Blanchett
2055;The Debt ;John Madden;2010;Animação;103;20000000;31146570;6,9;Leonardo DiCaprio
2056;High Fidelity ;Stephen Frears;2000;Drama;104;20000000;27277055;7,6;Cate Blanchett
2057;One Missed Call ;Eric Valette;2008;Romance;94;27000000;26876529;3,9;Meryl Streep
2058;Eye for an Eye ;John Schlesinger;1996;Aventura;83;20000000;53146000;6,1;Tom Hanks
2059;The Bank Job ;Roger Donaldson;2008;Crime;132;20000000;30028592;7,3;Robert De Niro
2060;Eternal Sunshine of the Spotless Mind ;Michel Gondry;2004;Thriller;97;20000000;34126138;8,3;Natalie Portman
2061;You Again ;Andy Fickman;2010;Drama;104;20000000;25677801;5,8;Viola Davis
2062;Street Kings ;David Ayer;2008;Biografia;86;20000000;26415649;6,8;Denzel Washington
2063;The World's End ;Edgar Wright;2013;Romance;128;20000000;26003149;7,0;Tom Hanks
2064;Nancy Drew ;Andrew Fleming;2007;Documentário;90;20000000;25584685;5,9;Viola Davis
2065;Daybreakers ;Michael Spierig;2009;Drama;111;20000000;29975979;6,5;Cate Blanchett
2066;She's Out of My League ;Jim Field Smith;2010;Drama;130;20000000;31584722;6,4;Leonardo DiCaprio
2067;Monte Carlo ;Thomas Bezucha;2011;Ação;95;20000000;23179303;5,8;Robert De Niro
2068;Stay Alive ;William Brent Bell;2006;Ação;60;9000000;23078294;5,1;Tom Hanks
2069;Quigley Down Under ;Simon Wincer;1990;Documentário;106;20000000;21413105;6,8;Natalie Portman
2070;Alpha and Omega ;Anthony Bell;2010;Animação;73;20000000;25077977;5,3;Denzel Washington
2071;The Covenant ;Renny Harlin;2006;Drama;146;20000000;23292105;5,3;Denzel Washington
2072;Shorts ;Robert Rodriguez;2009;Animação;123;40000000;20916309;4,9;Leonardo DiCaprio
2073;To Die For ;Gus Van Sant;1995;Ficção científica;100;20000000;21200000;6,8;Robert De Niro
2074;Nerve ;Henry Joost;2016;Comédia;101;20000000;28876924;7,1;Tom Hanks
2075;Vampires ;John Carpenter;1998;Romance;121;20000000;20241395;6,1;Cate Blanchett
2076;Psycho ;Alfred Hitchcock;1960;Crime;139;806947;32000000;8,5;Cate Blanchett
2077;My Best Friend's Girl ;Howard Deutch;2008;Terror;109;40000000;19151864;5,9;Tom Hanks
2078;Endless Love ;Shana Feste;2014;Comédia;124;20000000;23393765;6,3;Leonardo DiCaprio
2079;Georgia Rule ;Garry Marshall;2007;Musical;108;20000000;18882880;5,9;Cate Blanchett
2080;Under the Rainbow ;Steve Rash;1981;Drama;138;20000000;8500000;5,4;Leonardo DiCaprio
2081;Simon Birch ;Mark Steven Johnson;1998;Drama;163;30000000;18252684;6,9;Robert De Niro
2082;Reign Over Me ;Mike Binder;2007;Thriller;79;20000000;19661987;7,5;Cate Blanchett
2083;Into the Wild ;Sean Penn;2007;Crime;74;15000000;18352454;8,2;Robert De Niro
2084;School for Scoundrels ;Todd Phillips;2006;Drama;50;20000000;17803796;5,9;Meryl Streep
2085;Silent Hill: Revelation 3D ;Michael J. Bassett;2012;Terror;112;20000000;17529157;5,0;Viola Davis
2086;From Dusk Till Dawn ;Robert Rodriguez;1996;Romance;87;19000000;25753840;7,3;Cate Blanchett
2087;Pooh's Heffalump Movie ;Frank Nissen;2005;Comédia;133;20000000;18081626;6,4;Cate Blanchett
2088;Home for the Holidays ;Jodie Foster;1995;Família;55;20000000;17518220;6,6;Leonardo DiCaprio
2089;Kung Fu Hustle ;Stephen Chow;2004;Thriller;110;20000000;17104669;7,8;Meryl Streep
2090;The Country Bears ;Peter Hastings;2002;Ação;115;35000000;16988996;4,0;Robert De Niro
2091;The Kite Runner ;Marc Forster;2007;Drama;69;20000000;15797907;7,6;Meryl Streep
2092;21 Grams ;Alejandro G. Iñárritu;2003;Ação;51;20000000;16248701;7,7;Leonardo DiCaprio
2093;Paparazzi ;Paul Abascal;2004;Drama;112;20000000;15712072;5,8;Robert De Niro
2094;Twilight ;Catherine Hardwicke;2008;Drama;67;37000000;191449475;5,2;Cate Blanchett
2095;A Guy Thing ;Chris Koch;2003;Ação;77;20000000;15408822;5,6;Viola Davis
2096;Loser ;Amy Heckerling;2000;Crime;91;20000000;15464026;5,3;Robert De Niro
2097;The Greatest Story Ever Told ;George Stevens;1965;Musical;120;20000000;8000000;6,6;Meryl Streep
2098;Disaster Movie ;Jason Friedberg;2008;Comédia;70;25000000;14174654;1,9;Denzel Washington
2099;Armored ;Nimród Antal;2009;Terror;82;27000000;15988876;5,7;Viola Davis
2100;The Man Who Knew Too Little ;Jon Amiel;1997;Drama;67;20000000;13801755;6,6;Leonardo DiCaprio
2101;What's Your Number? ;Mark Mylod;2011;Romance;97;20000000;13987482;6,0;Robert De Niro
2102;Lockout ;James Mather;2012;Comédia;84;20000000;14291570;6,1;Tom Hanks
2103;Envy ;Barry Levinson;2004;Comédia;142;40000000;12181484;4,8;Viola Davis
2104;Crank: High Voltage ;Mark Neveldine;2009;Musical;109;20000000;13630226;6,2;Natalie Portman
2105;Bullets Over Broadway ;Woody Allen;1994;Thriller;153;20000000;13383737;7,5;Meryl Streep
2106;One Night with the King ;Michael O. Sajbel;2006;Thriller;96;20000000;13391174;6,3;Meryl Streep
2107;The Quiet American ;Phillip Noyce;2002;Drama;124;30000000;12987647;7,1;Meryl Streep
2108;The Weather Man ;Gore Verbinski;2005;Ação;102;22000000;12469811;6,6;Meryl Streep
2109;Undisputed ;Walter Hill;2002;Biografia;91;20000000;12398628;6,1;Tom Hanks
2110;Ghost Town ;David Koepp;2008;Documentário;142;20000000;13214030;6,7;Cate Blanchett
2111;12 Rounds ;Renny Harlin;2009;Crime;139;22000000;12232937;5,6;Natalie Portman
2112;Let Me In ;Matt Reeves;2010;Ação;92;20000000;12134420;7,2;Meryl Streep
2113;3 Ninjas Kick Back ;Charles T. Kanganis;1994;Ação;72;20000000;11784000;4,3;Natalie Portman
2114;Be Kind Rewind ;Michel Gondry;2008;Terror;110;20000000;11169531;6,4;Viola Davis
2115;Mrs Henderson Presents ;Stephen Frears;2005;Terror;149;20000000;11034436;7,1;Viola Davis
2116;Triple 9 ;John Hillcoat;2016;Ação;132;20000000;12626905;6,3;Viola Davis
2117;Deconstructing Harry ;Woody Allen;1997;Crime;52;20000000;10569071;7,4;Leonardo DiCaprio
2118;Three to Tango ;Damon Santostefano;1999;Drama;52;20000000;10544143;6,1;Leonardo DiCaprio
2119;Burnt ;John Wells;2015;Thriller;109;20000000;13650738;6,6;Natalie Portman
2120;We're No Angels ;Neil Jordan;1989;Documentário;131;20000000;10555348;6,0;Robert De Niro
2121;Everyone Says I Love You ;Woody Allen;1996;Animação;101;20000000;9714482;6,8;Robert De Niro
2122;Death at a Funeral ;Frank Oz;2007;Romance;90;9000000;8579684;7,4;Viola Davis
2123;Death Sentence ;James Wan;2007;Ação;145;20000000;9525276;6,8;Tom Hanks
2124;Everybody's Fine ;Kirk Jones;2009;Ação;153;21000000;8855646;7,2;Meryl Streep
2125;Superbabies: Baby Geniuses 2 ;Bob Clark;2004;Biografia;108;20000000;9109322;1,9;Robert De Niro
2126;The Man ;Les Mayfield;2005;Drama;100;33000000;8326035;5,5;Cate Blanchett
2127;Code Name: The Cleaner ;Les Mayfield;2007;Biografia;112;20000000;8104069;4,5;Leonardo DiCaprio
2128;Connie and Carla ;Michael Lembeck;2004;Terror;97;20000000;8054280;6,3;Robert De Niro
2129;Inherent Vice ;Paul Thomas Anderson;2014;Comédia;83;20000000;8093318;6,7;Denzel Washington
2130;Doogal ;Dave Borthwick;2006;Animação;66;20000000;7382993;2,8;Viola Davis
2131;Battle of the Year ;Benson Lee;2013;Drama;94;20000000;8888355;5,0;Leonardo DiCaprio
2132;An American Carol ;David Zucker;2008;Comédia;122;12000000;7001720;4,3;Viola Davis
2133;Machete Kills ;Robert Rodriguez;2013;Drama;153;20000000;7268659;5,6;Natalie Portman
2134;Willard ;Glen Morgan;2003;Drama;103;22000000;6852144;6,2;Meryl Streep
2135;Strange Wilderness ;Fred Wolf;2008;Thriller;123;20000000;6563357;5,3;Cate Blanchett
2136;Topsy-Turvy ;Mike Leigh;1999;Ficção científica;123;10000000;6201757;7,4;Cate Blanchett
2137;Little Boy ;Alejandro Monteverde;2015;Terror;117;20000000;6420319;7,4;Tom Hanks
2138;A Dangerous Method ;David Cronenberg;2011;Aventura;105;15000000;5702083;6,5;Robert De Niro
2139;A Scanner Darkly ;Richard Linklater;2006;Musical;106;8700000;5480996;7,1;Cate Blanchett
2140;Chasing Mavericks ;Michael Apted;2012;Terror;115;20000000;6002756;7,2;Denzel Washington
2141;Alone in the Dark ;Uwe Boll;2005;Thriller;100;20000000;5132655;2,3;Tom Hanks
2142;Bandslam ;Todd Graff;2009;Ação;79;20000000;5205343;6,4;Cate Blanchett
2143;Birth ;Jonathan Glazer;2004;Comédia;87;20000000;5005883;6,1;Denzel Washington
2144;A Most Violent Year ;J.C. Chandor;2014;Drama;133;20000000;5749134;7,0;Denzel Washington
2145;Flash of Genius ;Marc Abraham;2008;Drama;94;20000000;4234040;7,0;Cate Blanchett
2146;I'm Not There. ;Todd Haynes;2007;Drama;99;20000000;4001121;7,0;Meryl Streep
2147;The Cold Light of Day ;Mabrouk El Mechri;2012;Ação;145;20000000;3749061;4,9;Cate Blanchett
2148;The Brothers Bloom ;Rian Johnson;2008;Comédia;118;20000000;3519627;6,9;Tom Hanks
2149;Synecdoche, New York ;Charlie Kaufman;2008;Romance;89;21000000;3081925;7,5;Viola Davis
2150;Bon voyage ;Jean-Paul Rappeneau;2003;Thriller;139;20000000;2353728;6,9;Robert De Niro
2151;Can't Stop the Music ;Nancy Walker;1980;Ação;111;20000000;2000000;4,5;Tom Hanks
2152;The Proposition ;John Hillcoat;2005;Musical;112;2000000;1900725;7,4;Leonardo DiCaprio
2153;Courage ;Angelo Pizzo;2015;Thriller;125;20000000;2246000;7,0;Cate Blanchett
2154;Marci X ;Richard Benjamin;2003;Drama;105;20000000;1646664;2,8;Denzel Washington
2155;Equilibrium ;Kurt Wimmer;2002;Comédia;104;20000000;1190018;7,5;Denzel Washington
2156;The Children of Huang Shi ;Roger Spottiswoode;2008;Ação;113;40000000;1027749;7,1;Leonardo DiCaprio
2157;The Yards ;James Gray;2000;Terror;96;24000000;882710;6,4;Robert De Niro
2158;The Oogieloves in the Big Balloon Adventure ;Matthew Diamond;2012;Documentário;95;20000000;1064277;6,7;Leonardo DiCaprio
2159;By the Sea ;Angelina Jolie Pitt;2015;Ação;129;10000000;531009;5,3;Meryl Streep
2160;The Game of Their Lives ;David Anspaugh;2005;Comédia;123;20000000;375474;6,2;Natalie Portman
2161;Rapa Nui ;Kevin Reynolds;1994;História;107;20000000;305070;6,4;Denzel Washington
2162;Les couloirs du temps: Les visiteurs II ;Jean-Marie Poiré;1998;Drama;130;140000000;146072;6,0;Denzel Washington
2163;Dylan Dog: Dead of Night ;Kevin Munroe;2010;Romance;64;20000000;1183354;5,1;Meryl Streep
2164;People I Know ;Daniel Algrant;2002;Thriller;66;22000000;121972;5,5;Robert De Niro
2165;The Tempest ;Julie Taymor;2010;Ficção científica;102;20000000;263365;5,4;Denzel Washington
2166;The Painted Veil ;John Curran;2006;Esporte;100;19400000;8047690;7,5;Leonardo DiCaprio
2167;The Baader Meinhof Complex ;Uli Edel;2008;Drama;130;20000000;476270;7,4;Tom Hanks
2168;Dances with Wolves ;Kevin Costner;1990;Família;95;22000000;184208848;8,0;Natalie Portman
2169;Bad Teacher ;Jake Kasdan;2011;Crime;68;20000000;100292856;5,7;Natalie Portman
2170;Sea of Love ;Harold Becker;1989;Comédia;111;19000000;58571513;6,8;Robert De Niro
2171;A Cinderella Story ;Mark Rosman;2004;Drama;82;20000000;51431160;5,9;Tom Hanks
2172;Scream ;Wes Craven;1996;Comédia;128;15000000;103001286;7,2;Natalie Portman
2173;Thir13en Ghosts ;Steve Beck;2001;Ação;69;20000000;41867960;5,5;Natalie Portman
2174;Back to the Future ;Robert Zemeckis;1985;Comédia;55;19000000;210609762;8,5;Viola Davis
2175;House on Haunted Hill ;William Malone;1999;Documentário;100;19000000;40846082;5,6;Viola Davis
2176;I Can Do Bad All by Myself ;Tyler Perry;2009;Drama;87;13000000;51697449;4,1;Denzel Washington
2177;The Switch ;Josh Gordon;2010;Ação;153;19000000;27758465;6,1;Meryl Streep
2178;Just Married ;Shawn Levy;2003;Documentário;82;18000000;56127162;5,4;Leonardo DiCaprio
2179;The Devil's Double ;Lee Tamahori;2011;Drama;101;15000000;1357042;7,1;Leonardo DiCaprio
2180;Thomas and the Magic Railroad ;Britt Allcroft;2000;Aventura;113;19000000;15911333;3,6;Tom Hanks
2181;The Crazies ;Breck Eisner;2010;Musical;123;20000000;39103378;6,5;Natalie Portman
2182;Spirited Away ;Hayao Miyazaki;2001;Romance;93;19000000;10049886;8,6;Robert De Niro
2183;The Bounty ;Roger Donaldson;1984;Drama;142;25000000;8600000;7,0;Robert De Niro
2184;The Book Thief ;Brian Percival;2013;Terror;80;19000000;21483154;7,6;Leonardo DiCaprio
2185;Sex Drive ;Sean Anders;2008;Thriller;127;19000000;8396942;6,5;Natalie Portman
2186;Leap Year ;Anand Tucker;2010;Drama;116;19000000;12561;6,4;Robert De Niro
2187;Take Me Home Tonight ;Michael Dowse;2011;Documentário;78;23000000;6923891;6,3;Meryl Streep
2188;The Nutcracker ;Emile Ardolino;1993;Crime;104;19000000;2119994;5,7;Natalie Portman
2189;Kansas City ;Robert Altman;1996;Ação;141;19000000;1292527;6,3;Robert De Niro
2190;The Amityville Horror ;Andrew Douglas;2005;Crime;89;19000000;64255243;6,0;Robert De Niro
2191;Adaptation. ;Spike Jonze;2002;Thriller;89;19000000;22245861;7,7;Viola Davis
2192;Land of the Dead ;George A. Romero;2005;Drama;132;15000000;20433940;6,2;Meryl Streep
2193;Fear and Loathing in Las Vegas ;Terry Gilliam;1998;Romance;94;18500000;10562387;7,7;Denzel Washington
2194;The Invention of Lying ;Ricky Gervais;2009;Animação;101;18500000;18439082;6,4;Viola Davis
2195;Neighbors ;Nicholas Stoller;2014;Biografia;127;18000000;150056505;6,4;Leonardo DiCaprio
2196;The Mask ;Chuck Russell;1994;Aventura;109;18000000;119938730;6,9;Denzel Washington
2197;Big ;Penny Marshall;1988;Thriller;93;18000000;114968774;7,3;Robert De Niro
2198;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ;Larry Charles;2006;Ficção científica;142;18000000;128505958;7,3;Leonardo DiCaprio
2199;Legally Blonde ;Robert Luketic;2001;Comédia;94;18000000;95001351;6,2;Meryl Streep
2200;Star Trek III: The Search for Spock ;Leonard Nimoy;1984;Drama;125;17000000;76400000;6,6;Tom Hanks
2201;The Exorcism of Emily Rose ;Scott Derrickson;2005;Documentário;121;20000000;75072454;6,7;Tom Hanks
2202;Deuce Bigalow: Male Gigolo ;Mike Mitchell;1999;Thriller;94;17000000;65535067;5,7;Leonardo DiCaprio
2203;Left Behind ;Vic Armstrong;2014;Aventura;169;16000000;13998282;3,1;Leonardo DiCaprio
2204;The Family Stone ;Thomas Bezucha;2005;Drama;98;17000000;6061759;6,3;Meryl Streep
2205;Barbershop 2: Back in Business ;Kevin Rodney Sullivan;2004;Drama;62;18000000;64955956;5,7;Tom Hanks
2206;Bad Santa ;Terry Zwigoff;2003;Ficção científica;101;18000000;60057639;7,1;Natalie Portman
2207;Austin Powers: International Man of Mystery ;Jay Roach;1997;Drama;113;17000000;53868030;7,0;Denzel Washington
2208;My Big Fat Greek Wedding 2 ;Kirk Jones;2016;Thriller;130;18000000;59573085;6,1;Natalie Portman
2209;Diary of a Wimpy Kid: Rodrick Rules ;David Bowers;2011;Ficção científica;123;21000000;52691009;6,6;Viola Davis
2210;Predator ;John McTiernan;1987;Ação;91;15000000;59735548;7,8;Leonardo DiCaprio
2211;Amadeus ;Milos Forman;1984;Comédia;158;18000000;51600000;8,3;Leonardo DiCaprio
2212;Prom Night ;Nelson McCormick;2008;Thriller;147;20000000;43818159;3,9;Tom Hanks
2213;Mean Girls ;Mark Waters;2004;Drama;92;17000000;86049418;7,0;Meryl Streep
2214;Under the Tuscan Sun ;Audrey Wells;2003;Drama;64;18000000;43601508;6,7;Natalie Portman
2215;Gosford Park ;Robert Altman;2001;Ficção científica;86;19800000;41300105;7,3;Robert De Niro
